Country,Short Names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
GBR,meat_consumption_per_capita_3,15.928,15.444,22.711,17.394,21.82,20.99,26.331,17.531,24.238,24.463,25.445,25.776,25.37,25.259,25.748,26.122,24.965,23.355,22.553,22.785,24.634,24.53,24.64,24.803,24.449,26.49,27.567,27.048,28.434,30.062,30.451,30.502,30.515,30.517,30.541,30.556,30.553,30.553,30.564,30.563
IDN,meat_consumption_per_capita_3,2.468,2.783,2.567,3.222,3.704,3.918,4.178,3.903,2.645,2.642,3.46,3.788,4.461,4.531,4.779,4.468,4.934,5.084,5.166,5.27,5.666,6.051,6.24,6.53,6.8,7.041,7.9,7.666,7.546,7.764,7.903,8.052,8.214,8.375,8.543,8.702,8.862,9.005,9.159,9.317
IND,meat_consumption_per_capita_3,0.396,0.518,0.525,0.579,0.584,0.588,0.593,0.586,0.639,0.689,0.755,0.791,0.91,0.987,1.047,1.107,1.177,1.335,1.409,1.536,1.589,1.768,1.886,1.977,2.085,2.207,2.278,2.327,2.405,2.403,2.517,2.586,2.652,2.721,2.786,2.859,2.934,3.009,3.086,3.162
IRN,meat_consumption_per_capita_3,6.186,6.702,8.556,9.382,9.368,9.567,9.746,10.211,10.294,10.211,11.047,11.633,12.222,14.152,14.802,15.435,16.756,18.381,18.931,19.282,19.836,21.34,21.829,22.289,22.296,22.337,22.695,23.075,23.009,23.226,23.474,23.67,23.873,24.084,24.307,24.537,24.776,25.025,25.281,25.542
ISR,meat_consumption_per_capita_3,34.269,35.91,38.337,39.824,42.227,40.693,40.834,40.475,40.238,41.005,58.851,62.384,63.0,61.234,62.424,63.62,66.077,64.857,63.407,63.265,62.6,62.948,63.36,57.249,61.912,64.756,68.431,66.213,64.771,63.981,64.436,64.913,65.384,65.868,66.345,66.821,67.3,67.78,68.263,68.748
JPN,meat_consumption_per_capita_3,12.612,11.841,12.195,11.953,12.476,12.565,12.973,12.627,11.956,12.009,12.84,13.214,12.816,12.674,12.393,13.152,13.376,13.49,13.329,13.682,14.278,14.212,15.119,15.041,15.285,15.826,16.315,16.897,17.374,17.702,17.734,17.785,17.841,17.904,17.971,18.044,18.122,18.205,18.292,18.382
KAZ,meat_consumption_per_capita_3,0.0,0.0,7.521,6.225,4.405,3.097,3.03,3.172,3.118,2.499,3.132,3.898,4.911,5.561,6.974,8.828,12.059,11.579,10.747,10.297,12.842,13.83,16.977,15.529,14.175,14.482,14.691,16.422,17.393,16.494,16.761,17.039,17.304,17.685,17.993,18.313,18.637,18.964,19.294,19.625
KOR,meat_consumption_per_capita_3,5.567,6.741,7.523,7.815,7.812,8.505,9.088,8.495,7.491,9.254,9.625,10.51,10.856,9.548,8.437,10.845,11.616,11.441,11.364,12.087,13.261,14.198,14.232,14.38,16.085,16.851,17.279,17.157,18.035,18.674,18.742,18.82,18.903,18.989,19.081,19.173,19.267,19.363,19.464,19.567
MEX,meat_consumption_per_capita_3,8.89,10.245,10.833,12.522,13.371,14.55,14.221,16.282,17.693,18.779,19.842,20.633,21.781,22.93,23.435,25.15,25.467,25.536,25.904,25.936,26.388,26.867,27.111,27.329,27.798,28.367,29.062,29.785,30.101,30.534,30.586,30.708,30.819,30.914,31.025,31.135,31.242,31.356,31.473,31.593
MYS,meat_consumption_per_capita_3,18.812,22.39,25.743,28.921,29.979,30.274,29.874,29.518,29.24,29.432,28.063,28.949,30.899,31.023,32.615,33.496,34.999,36.446,37.253,37.645,40.089,40.748,41.891,43.61,46.304,47.259,50.182,48.522,48.796,48.748,49.333,49.725,50.113,50.487,50.879,51.275,51.714,52.163,52.64,53.143
NGA,meat_consumption_per_capita_3,1.608,1.486,1.422,1.413,1.404,1.377,1.351,1.326,1.301,1.283,1.154,1.328,1.33,1.344,1.371,1.386,1.432,1.462,1.522,1.556,1.36,1.071,1.206,0.989,0.981,0.994,0.99,0.929,0.89,0.859,0.842,0.825,0.808,0.792,0.777,0.762,0.747,0.733,0.721,0.71
NOR,meat_consumption_per_capita_3,4.161,4.233,4.739,4.707,5.305,5.976,6.534,6.667,6.219,7.229,8.529,8.434,9.061,9.603,10.524,11.056,11.985,13.276,15.652,15.011,15.251,15.14,16.454,18.444,17.922,15.902,16.848,17.157,17.314,17.741,17.837,17.927,18.012,18.084,18.161,18.234,18.305,18.373,18.443,18.513
NZL,meat_consumption_per_capita_3,14.58,14.887,15.298,16.837,18.304,22.268,21.561,20.901,22.654,23.193,24.555,26.459,28.702,31.078,32.25,33.828,32.135,30.451,30.258,28.3,28.78,29.516,32.517,32.316,33.438,33.715,37.348,38.57,39.619,41.101,40.079,40.043,40.125,40.211,40.302,40.397,40.495,40.598,40.704,40.816
PAK,meat_consumption_per_capita_3,1.313,1.231,1.34,2.03,2.207,2.239,2.513,2.67,1.921,2.046,2.109,2.138,2.189,2.248,2.237,2.224,2.9,3.067,3.257,3.484,3.78,4.005,4.223,4.457,4.785,5.123,5.469,5.819,6.176,6.578,6.621,6.667,6.716,6.769,6.825,6.884,6.947,7.013,7.083,7.156
PER,meat_consumption_per_capita_3,10.044,11.672,12.496,11.622,11.941,13.09,14.095,15.665,16.523,17.38,17.653,17.588,18.655,19.11,18.853,20.953,22.6,24.248,27.244,29.737,31.201,33.26,36.03,36.935,38.206,38.182,40.296,41.705,44.467,45.334,45.957,46.651,47.349,48.061,48.804,49.566,50.343,51.138,51.962,52.829
PHL,meat_consumption_per_capita_3,3.437,3.98,4.159,4.806,4.919,5.293,5.862,6.246,6.109,6.322,6.518,6.929,7.245,7.213,7.338,7.175,7.222,8.058,8.611,8.744,9.324,9.755,10.538,10.824,11.522,12.217,12.541,12.782,13.18,13.487,13.742,14.031,14.319,14.609,14.913,15.224,15.541,15.87,16.21,16.561
PRY,meat_consumption_per_capita_3,5.163,3.788,4.003,4.284,5.838,6.246,6.231,6.473,6.579,7.106,5.79,6.214,6.105,6.112,6.64,6.531,6.968,4.59,5.521,5.33,5.109,5.686,5.782,5.915,5.893,5.828,5.537,5.347,5.298,5.35,5.339,5.334,5.318,5.31,5.295,5.281,5.267,5.251,5.236,5.221
RUS,meat_consumption_per_capita_3,0.0,0.0,8.808,8.631,10.484,10.863,11.553,12.408,11.325,11.312,8.805,12.995,14.163,14.113,14.387,17.008,18.11,20.056,21.373,21.808,21.843,22.714,25.821,26.643,27.761,28.992,28.831,30.442,30.429,30.622,30.816,30.893,31.048,31.192,31.362,31.53,31.704,31.89,32.074,32.266
SAU,meat_consumption_per_capita_3,25.612,27.393,23.984,22.19,20.764,26.575,25.24,27.867,31.019,33.837,34.528,36.777,34.665,34.356,31.443,35.942,33.911,34.954,36.541,38.97,39.701,38.595,37.501,41.568,41.038,42.932,41.542,34.566,35.233,34.93,34.83,34.763,34.712,34.676,34.661,34.658,34.669,34.692,34.726,34.772
THA,meat_consumption_per_capita_3,8.152,10.755,12.93,13.242,12.17,12.018,12.545,12.149,12.86,11.278,10.444,10.422,9.408,9.855,7.969,10.222,9.053,10.104,8.334,8.368,8.266,8.17,9.703,12.653,13.737,10.445,8.883,7.901,8.288,7.825,7.902,7.992,8.082,8.171,8.262,8.354,8.444,8.537,8.631,8.726
TUR,meat_consumption_per_capita_3,6.766,6.648,6.95,7.13,7.296,7.543,6.324,6.934,7.136,8.546,9.268,8.408,9.605,11.779,11.681,12.143,11.486,13.277,13.078,14.938,16.262,16.911,17.195,16.583,17.501,18.207,17.726,19.163,18.623,19.059,19.183,19.496,19.815,20.131,20.433,20.728,21.025,21.307,21.598,21.89
UKR,meat_consumption_per_capita_3,0.0,0.0,8.544,6.237,4.556,4.064,5.372,4.237,4.443,5.208,4.413,6.059,7.243,8.224,12.807,12.522,14.584,16.228,20.438,20.936,21.209,20.029,22.116,21.936,21.244,21.142,20.491,21.062,21.576,22.304,22.693,23.162,23.626,24.065,24.508,24.936,25.362,25.792,26.222,26.649
USA,meat_consumption_per_capita_3,35.072,36.524,37.937,38.599,39.201,39.055,39.808,40.049,40.355,42.8,43.227,43.229,45.262,45.632,46.611,47.288,47.528,46.769,46.611,44.523,45.536,46.52,44.522,44.33,45.05,47.783,48.421,48.901,49.439,50.098,50.963,50.801,50.897,50.902,50.911,50.906,50.902,50.893,50.894,50.882
VNM,meat_consumption_per_capita_3,2.188,2.08,2.172,2.038,2.024,2.051,2.265,3.238,3.362,3.607,4.005,4.18,4.62,4.855,4.504,4.184,4.895,6.288,7.936,9.017,10.864,15.451,12.231,11.999,12.852,15.062,13.502,11.894,15.361,16.208,16.521,16.867,17.219,17.576,17.948,18.334,18.73,19.147,19.579,20.028
ZAF,meat_consumption_per_capita_3,13.028,12.027,11.969,11.937,13.427,14.833,14.57,15.739,14.379,15.625,17.213,18.084,18.777,19.328,19.779,20.962,22.503,24.691,27.014,27.605,28.506,29.843,30.377,32.894,34.106,33.924,33.95,33.371,34.751,34.22,34.5,34.793,35.086,35.368,35.656,35.935,36.212,36.49,36.768,37.044
ARG,meat_consumption_per_capita_4,2.282,2.347,1.894,1.869,2.374,2.233,1.787,1.625,1.421,1.336,1.412,1.397,1.363,1.309,1.26,1.188,1.157,1.177,1.102,1.039,1.032,1.087,1.182,1.152,1.22,1.147,1.012,0.969,0.969,0.97,0.973,0.973,0.974,0.975,0.976,0.977,0.979,0.98,0.982,0.984
AUS,meat_consumption_per_capita_4,19.013,19.415,17.961,17.49,18.505,15.115,14.795,15.063,15.476,15.25,16.368,14.977,13.779,12.153,11.984,11.992,12.37,12.587,10.992,10.334,8.973,8.046,8.723,8.723,8.116,9.346,8.5,7.755,6.982,6.18,5.874,5.912,5.884,6.051,6.077,6.047,5.944,5.818,5.814,5.809
BRA,meat_consumption_per_capita_4,0.676,0.672,0.668,0.689,0.664,0.702,0.553,0.562,0.564,0.584,0.55,0.52,0.498,0.487,0.518,0.521,0.531,0.53,0.533,0.524,0.529,0.527,0.533,0.546,0.547,0.555,0.548,0.532,0.523,0.52,0.521,0.522,0.521,0.52,0.519,0.519,0.519,0.518,0.518,0.519
CAN,meat_consumption_per_capita_4,0.734,0.768,0.745,0.756,0.727,0.717,0.667,0.655,0.733,0.757,0.833,0.915,0.914,0.956,0.977,0.986,1.069,1.073,1.026,1.013,0.953,0.931,0.846,0.877,0.921,0.914,0.929,0.971,1.022,0.978,0.974,0.971,0.968,0.965,0.957,0.948,0.936,0.931,0.922,0.914
CHE,meat_consumption_per_capita_4,1.643,1.608,1.655,1.614,1.577,1.562,1.65,1.707,1.64,1.578,1.765,1.611,1.619,1.633,1.638,1.557,1.5,1.425,1.394,1.34,1.354,1.349,1.292,1.226,1.334,1.309,1.32,1.203,1.192,1.183,1.146,1.142,1.137,1.133,1.13,1.126,1.123,1.12,1.117,1.114
CHL,meat_consumption_per_capita_4,0.814,0.877,0.955,0.902,0.786,0.727,0.708,0.74,0.767,0.769,0.73,0.623,0.612,0.537,0.518,0.491,0.587,0.592,0.652,0.559,0.489,0.537,0.532,0.431,0.476,0.46,0.419,0.429,0.418,0.486,0.484,0.483,0.482,0.481,0.48,0.478,0.476,0.474,0.472,0.47
CHN,meat_consumption_per_capita_4,0.0,0.869,0.91,0.99,1.058,1.238,1.274,1.486,1.627,1.73,1.816,1.832,1.905,2.053,2.189,2.289,2.363,2.486,2.466,2.521,2.595,2.561,2.625,2.742,2.868,2.896,2.995,3.049,3.101,3.235,3.305,3.352,3.402,3.452,3.502,3.553,3.566,3.581,3.598,3.615
COL,meat_consumption_per_capita_4,0.313,0.291,0.305,0.319,0.314,0.312,0.279,0.297,0.272,0.26,0.29,0.279,0.258,0.257,0.249,0.242,0.234,0.229,0.222,0.216,0.208,0.204,0.147,0.136,0.149,0.153,0.141,0.141,0.143,0.142,0.142,0.142,0.141,0.14,0.139,0.139,0.138,0.137,0.137,0.136
EGY,meat_consumption_per_capita_4,1.259,1.105,1.117,1.158,1.234,1.255,1.225,1.248,1.253,1.042,1.586,1.593,1.662,1.664,1.605,1.59,1.595,1.655,1.646,1.552,1.371,1.305,1.313,1.274,1.259,1.202,1.2,1.131,1.107,1.096,1.093,1.089,1.085,1.082,1.078,1.075,1.071,1.067,1.064,1.06
ETH,meat_consumption_per_capita_4,0.0,0.0,0.0,0.996,0.961,0.924,0.901,0.856,0.864,0.836,0.799,0.85,0.991,1.034,1.196,1.255,1.431,1.576,1.462,1.486,1.431,1.352,1.369,1.374,0.919,0.34,0.39,0.469,0.459,0.47,0.469,0.467,0.466,0.465,0.463,0.461,0.46,0.458,0.457,0.456
GBR,meat_consumption_per_capita_4,6.305,6.079,6.018,5.957,5.659,5.716,5.846,5.445,5.66,5.786,5.852,5.085,5.345,5.341,5.514,5.485,5.475,5.587,5.272,4.907,4.342,4.11,3.864,4.072,4.066,4.457,4.302,4.03,3.921,3.935,3.928,3.912,3.9,3.888,3.874,3.861,3.847,3.836,3.826,3.814
IDN,meat_consumption_per_capita_4,0.438,0.452,0.467,0.515,0.454,0.425,0.437,0.468,0.351,0.33,0.328,0.386,0.514,0.578,0.487,0.383,0.54,0.457,0.424,0.474,0.415,0.409,0.392,0.377,0.382,0.383,0.39,0.425,0.429,0.432,0.429,0.429,0.431,0.434,0.436,0.438,0.44,0.442,0.443,0.444
IND,meat_consumption_per_capita_4,0.61,0.606,0.601,0.594,0.585,0.6,0.596,0.594,0.588,0.58,0.567,0.567,0.559,0.545,0.559,0.57,0.581,0.591,0.568,0.518,0.543,0.532,0.518,0.5,0.488,0.477,0.48,0.468,0.464,0.458,0.458,0.459,0.459,0.459,0.459,0.46,0.46,0.461,0.462,0.462
IRN,meat_consumption_per_capita_4,5.517,6.273,6.205,5.827,5.643,5.564,5.865,5.852,6.046,5.398,5.799,5.819,5.821,5.331,5.401,5.398,5.387,5.55,4.208,4.268,4.468,4.444,4.412,4.072,4.127,4.242,3.964,4.055,4.218,4.22,4.184,4.152,4.122,4.094,4.067,4.042,4.019,3.999,3.981,3.965
ISR,meat_consumption_per_capita_4,1.173,1.137,1.098,1.24,1.237,1.271,1.202,1.07,1.16,1.234,1.26,1.219,1.116,1.176,1.165,1.247,1.386,1.383,1.46,1.526,1.617,1.829,1.772,1.631,1.789,1.554,1.442,1.48,1.527,1.517,1.525,1.533,1.541,1.548,1.556,1.564,1.572,1.579,1.587,1.595
JPN,meat_consumption_per_capita_4,0.743,0.759,0.797,0.672,0.563,0.576,0.497,0.438,0.42,0.352,0.32,0.307,0.294,0.252,0.319,0.364,0.367,0.264,0.267,0.27,0.217,0.218,0.188,0.125,0.14,0.127,0.138,0.153,0.17,0.173,0.16,0.158,0.156,0.154,0.151,0.149,0.147,0.145,0.143,0.141
KAZ,meat_consumption_per_capita_4,0.0,0.0,12.436,14.154,13.012,10.541,9.209,8.262,6.833,5.74,5.569,5.679,5.92,5.55,5.814,6.046,6.459,6.87,7.219,7.343,7.657,7.887,7.998,8.035,8.162,8.189,8.267,8.247,8.083,8.186,8.247,8.301,8.355,8.412,8.468,8.523,8.579,8.635,8.691,8.748
KOR,meat_consumption_per_capita_4,0.196,0.16,0.31,0.229,0.279,0.247,0.209,0.183,0.152,0.128,0.106,0.09,0.105,0.101,0.109,0.11,0.105,0.104,0.103,0.095,0.101,0.115,0.118,0.115,0.151,0.189,0.248,0.331,0.324,0.332,0.332,0.332,0.332,0.332,0.332,0.333,0.333,0.334,0.334,0.335
MEX,meat_consumption_per_capita_4,0.469,0.608,0.652,0.661,0.688,0.424,0.414,0.509,0.531,0.603,0.714,0.756,0.761,1.014,0.869,0.714,0.685,0.696,0.681,0.605,0.562,0.535,0.495,0.555,0.548,0.554,0.524,0.529,0.533,0.545,0.544,0.542,0.54,0.539,0.539,0.54,0.54,0.541,0.542,0.543
MYS,meat_consumption_per_capita_4,0.371,0.369,0.437,0.417,0.399,0.524,0.621,0.541,0.533,0.552,0.545,0.622,0.555,0.462,0.544,0.556,0.593,0.647,0.646,0.655,0.765,0.65,0.761,0.89,1.039,1.102,1.063,1.2,1.122,1.044,1.072,1.095,1.119,1.141,1.164,1.185,1.207,1.228,1.25,1.272
NGA,meat_consumption_per_capita_4,1.521,1.535,1.529,1.551,1.718,1.811,1.894,2.089,2.192,2.301,2.421,2.57,2.546,2.513,2.51,2.496,2.504,2.497,2.475,2.469,2.543,2.064,1.787,1.919,1.916,1.912,1.832,1.832,1.775,1.73,1.72,1.709,1.698,1.686,1.675,1.664,1.652,1.639,1.627,1.615
NOR,meat_consumption_per_capita_4,4.829,5.042,5.128,5.188,5.503,5.539,5.555,5.002,4.69,4.508,4.767,4.878,4.929,4.773,5.063,4.998,4.844,4.892,4.927,4.615,4.651,4.454,4.492,4.642,4.541,4.617,4.506,4.695,4.606,4.544,4.477,4.422,4.366,4.309,4.252,4.196,4.14,4.088,4.037,3.986
NZL,meat_consumption_per_capita_4,27.826,29.771,29.918,21.451,38.563,30.028,15.187,26.157,26.385,22.731,25.484,27.061,20.607,24.336,20.494,20.19,19.05,17.335,13.529,6.384,5.909,5.551,5.55,6.144,6.271,5.867,5.518,5.293,4.24,3.596,3.446,3.356,3.291,3.25,3.202,3.139,3.072,3.009,2.949,2.891
PAK,meat_consumption_per_capita_4,3.955,4.125,4.301,4.484,4.68,4.894,3.029,2.959,2.96,2.959,2.946,2.974,2.988,2.987,2.996,3.011,2.201,2.2,2.207,2.194,2.177,2.159,2.151,2.21,2.187,2.178,2.091,2.086,2.058,2.028,2.018,2.009,2.001,1.993,1.986,1.979,1.973,1.968,1.963,1.958
PER,meat_consumption_per_capita_4,1.42,1.155,1.105,1.022,0.966,0.972,0.972,0.999,1.013,1.271,1.277,1.278,1.233,1.25,1.298,1.286,1.28,1.26,1.222,1.202,1.193,1.195,1.213,1.191,1.153,1.096,1.102,1.067,1.054,1.042,1.027,1.02,1.013,1.001,0.993,0.984,0.979,0.968,0.955,0.946
PHL,meat_consumption_per_capita_4,0.386,0.347,0.36,0.378,0.39,0.388,0.378,0.374,0.372,0.388,0.387,0.377,0.369,0.356,0.354,0.374,0.456,0.494,0.523,0.525,0.527,0.52,0.499,0.494,0.494,0.497,0.501,0.512,0.51,0.503,0.506,0.509,0.512,0.516,0.521,0.526,0.531,0.536,0.541,0.546
PRY,meat_consumption_per_capita_4,0.715,0.678,0.643,0.634,0.626,0.58,0.566,0.562,0.586,0.582,0.542,0.529,0.523,0.508,0.565,0.499,0.509,0.485,0.466,0.493,0.509,0.513,0.518,0.517,0.515,0.49,0.514,0.515,0.502,0.495,0.493,0.49,0.488,0.485,0.483,0.48,0.477,0.474,0.472,0.469
RUS,meat_consumption_per_capita_4,0.0,0.0,2.068,2.206,1.882,1.73,1.419,1.293,1.142,0.876,0.854,0.818,0.845,0.829,0.89,0.987,1.042,1.1,1.261,1.172,1.186,1.23,1.218,1.216,1.269,1.251,1.307,1.317,1.291,1.273,1.276,1.273,1.277,1.281,1.286,1.291,1.296,1.301,1.308,1.314
SAU,meat_consumption_per_capita_4,5.667,5.716,5.915,7.515,6.579,7.255,6.976,6.7,6.254,6.344,6.575,5.866,5.785,5.906,5.849,6.184,5.284,5.493,4.697,4.325,4.995,5.378,5.513,5.437,5.656,5.605,4.716,4.659,4.41,4.427,4.387,4.355,4.326,4.297,4.267,4.237,4.208,4.178,4.149,4.12
THA,meat_consumption_per_capita_4,0.021,0.022,0.026,0.02,0.018,0.016,0.012,0.012,0.013,0.013,0.014,0.019,0.018,0.019,0.026,0.028,0.027,0.033,0.032,0.029,0.03,0.035,0.039,0.043,0.043,0.043,0.047,0.043,0.047,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052
TUR,meat_consumption_per_capita_4,5.922,5.833,5.687,5.582,4.962,6.146,5.403,5.482,5.341,5.18,5.19,4.806,4.492,4.155,4.176,4.083,4.033,4.083,4.0,3.696,3.341,3.541,3.801,4.079,4.333,4.554,4.504,4.376,4.308,4.264,4.231,4.209,4.202,4.201,4.199,4.193,4.186,4.176,4.166,4.156
UKR,meat_consumption_per_capita_4,0.0,0.0,0.599,0.514,0.734,0.66,0.543,0.416,0.364,0.337,0.303,0.277,0.301,0.303,0.307,0.304,0.276,0.29,0.326,0.341,0.406,0.379,0.383,0.365,0.283,0.27,0.265,0.269,0.276,0.277,0.28,0.282,0.284,0.286,0.288,0.29,0.292,0.294,0.296,0.298
USA,meat_consumption_per_capita_4,0.63,0.622,0.603,0.586,0.527,0.521,0.496,0.488,0.522,0.513,0.502,0.516,0.529,0.506,0.509,0.481,0.477,0.511,0.451,0.441,0.409,0.378,0.381,0.408,0.437,0.454,0.452,0.48,0.509,0.443,0.431,0.429,0.432,0.431,0.431,0.432,0.431,0.432,0.432,0.432
VNM,meat_consumption_per_capita_4,0.036,0.03,0.029,0.032,0.038,0.049,0.054,0.053,0.053,0.052,0.053,0.053,0.058,0.065,0.083,0.097,0.11,0.119,0.099,0.096,0.092,0.087,0.079,0.089,0.108,0.125,0.123,0.159,0.164,0.163,0.167,0.171,0.175,0.179,0.183,0.187,0.191,0.195,0.199,0.203
ZAF,meat_consumption_per_capita_4,3.947,3.87,3.991,3.6,4.193,3.257,3.37,3.288,3.196,3.638,3.157,2.783,2.723,2.656,3.045,3.009,3.185,3.671,3.466,3.199,2.986,2.752,2.855,3.154,3.273,2.999,2.957,2.68,2.631,2.59,2.586,2.578,2.574,2.569,2.566,2.562,2.559,2.556,2.554,2.553
